Itens;Quantidade; Valor Total ;Data
Enroladinho de Salsicha P;7;R$ 6,40;25/02/2023
Enroladinho de Salsicha P;9;R$ 8,23;24/03/2023
Enroladinho de Salsicha P;2;R$ 1,83;23/03/2023
Enroladinho de Salsicha P;9;R$ 8,23;17/01/2023
Enroladinho de Salsicha P;2;R$ 1,83;10/01/2023
Enroladinho de Salsicha P;1;R$ 0,91;05/03/2023
Enroladinho de Salsicha P;10;R$ 9,14;17/03/2023
Enroladinho de Salsicha P;10;R$ 9,14;04/01/2023
Enroladinho de Salsicha P;7;R$ 6,40;23/02/2023
Enroladinho de Salsicha P;6;R$ 5,49;28/03/2023
Enroladinho de Salsicha P;5;R$ 4,57;24/03/2023
Enroladinho de Salsicha P;8;R$ 7,32;17/01/2023
Enroladinho de Salsicha P;6;R$ 5,49;30/01/2023
Enroladinho de Salsicha P;8;R$ 7,32;03/02/2023
Enroladinho de Salsicha P;3;R$ 2,74;07/02/2023
Enroladinho de Salsicha P;3;R$ 2,74;04/01/2023
Enroladinho de Salsicha P;8;R$ 7,32;25/03/2023
Enroladinho de Salsicha P;9;R$ 8,23;06/03/2023
Enroladinho de Salsicha P;8;R$ 7,32;06/01/2023
Enroladinho de Salsicha P;8;R$ 7,32;02/01/2023
Enroladinho de Salsicha P;1;R$ 0,91;09/02/2023
Enroladinho de Salsicha P;2;R$ 1,83;09/01/2023
Enroladinho de Salsicha P;6;R$ 5,49;31/03/2023
Enroladinho de Salsicha P;8;R$ 7,32;27/03/2023
Enroladinho de Salsicha P;10;R$ 9,14;04/02/2023
Enroladinho de Salsicha P;3;R$ 2,74;14/01/2023
Enroladinho de Salsicha P;10;R$ 9,14;24/03/2023
Enroladinho de Salsicha P;9;R$ 8,23;29/03/2023
Enroladinho de Salsicha P;2;R$ 1,83;30/03/2023
Enroladinho de Salsicha P;3;R$ 2,74;13/02/2023
Enroladinho de Salsicha P;2;R$ 1,83;29/03/2023
Enroladinho de Salsicha P;6;R$ 5,49;15/02/2023
Enroladinho de Salsicha P;6;R$ 5,49;01/01/2023
Enroladinho de Salsicha P;1;R$ 0,91;23/01/2023
Enroladinho de Salsicha P;4;R$ 3,66;15/01/2023
Enroladinho de Salsicha P;6;R$ 5,49;28/01/2023
Enroladinho de Salsicha P;2;R$ 1,83;15/03/2023
Enroladinho de Salsicha P;6;R$ 5,49;25/02/2023
Enroladinho de Salsicha P;1;R$ 0,91;14/01/2023
Enroladinho de Salsicha P;8;R$ 7,32;06/03/2023
Enroladinho de Salsicha P;5;R$ 4,57;15/01/2023
Enroladinho de Salsicha P;1;R$ 0,91;19/02/2023
Enroladinho de Salsicha P;4;R$ 3,66;13/03/2023
Enroladinho de Salsicha P;9;R$ 8,23;12/03/2023
Enroladinho de Salsicha P;7;R$ 6,40;18/02/2023
Enroladinho de Salsicha P;8;R$ 7,32;28/03/2023
Enroladinho de Salsicha P;3;R$ 2,74;01/01/2023
Enroladinho de Salsicha P;6;R$ 5,49;01/03/2023
Enroladinho de Salsicha P;9;R$ 8,23;31/01/2023
Enroladinho de Salsicha P;8;R$ 7,32;11/01/2023
Enroladinho de Salsicha P;5;R$ 4,57;02/01/2023
Enroladinho de Salsicha P;4;R$ 3,66;21/02/2023
Enroladinho de Salsicha P;7;R$ 6,40;16/01/2023
Enroladinho de Salsicha P;8;R$ 7,32;28/02/2023
Enroladinho de Salsicha P;10;R$ 9,14;18/03/2023
Enroladinho de Salsicha P;4;R$ 3,66;19/03/2023
Enroladinho de Salsicha P;5;R$ 4,57;20/03/2023
Enroladinho de Salsicha P;10;R$ 9,14;02/02/2023
Enroladinho de Salsicha P;9;R$ 8,23;20/01/2023
Enroladinho de Salsicha P;5;R$ 4,57;23/02/2023
Enroladinho de Salsicha P;6;R$ 5,49;24/03/2023
Enroladinho de Salsicha P;4;R$ 3,66;01/01/2023
Enroladinho de Salsicha P;6;R$ 5,49;29/03/2023
Enroladinho de Salsicha P;4;R$ 3,66;06/02/2023
Enroladinho de Salsicha P;8;R$ 7,32;15/02/2023
Enroladinho de Salsicha P;4;R$ 3,66;22/02/2023
Enroladinho de Salsicha P;2;R$ 1,83;07/02/2023
Enroladinho de Salsicha P;7;R$ 6,40;26/02/2023
Enroladinho de Salsicha P;10;R$ 9,14;29/03/2023
Enroladinho de Salsicha P;9;R$ 8,23;31/03/2023
Enroladinho de Salsicha P;6;R$ 5,49;25/02/2023
Enroladinho de Salsicha P;3;R$ 2,74;13/03/2023
Enroladinho de Salsicha P;3;R$ 2,74;01/01/2023
Enroladinho de Salsicha P;7;R$ 6,40;12/01/2023
Enroladinho de Salsicha P;3;R$ 2,74;11/03/2023
Enroladinho de Salsicha P;3;R$ 2,74;16/02/2023
Laranja FRUTA;2;R$ 1,83;23/02/2023
Laranja FRUTA;5;R$ 4,57;23/02/2023
Laranja FRUTA;6;R$ 5,49;29/01/2023
Laranja FRUTA;4;R$ 3,66;19/02/2023
Laranja FRUTA;6;R$ 5,49;10/01/2023
Laranja FRUTA;10;R$ 9,14;21/01/2023
Laranja FRUTA;10;R$ 9,14;01/03/2023
Laranja FRUTA;6;R$ 5,49;30/03/2023
Laranja FRUTA;6;R$ 5,49;10/03/2023
Laranja FRUTA;2;R$ 1,83;14/01/2023
Laranja FRUTA;8;R$ 7,32;29/03/2023
Laranja FRUTA;1;R$ 0,91;07/02/2023
Laranja FRUTA;2;R$ 1,83;09/02/2023
Laranja FRUTA;6;R$ 5,49;16/01/2023
Laranja FRUTA;10;R$ 9,14;02/02/2023
Laranja FRUTA;10;R$ 9,14;12/01/2023
Laranja FRUTA;5;R$ 4,57;22/03/2023
Laranja FRUTA;9;R$ 8,23;29/03/2023
Laranja FRUTA;8;R$ 7,32;19/01/2023
Laranja FRUTA;7;R$ 6,40;30/01/2023
Laranja FRUTA;2;R$ 1,83;15/02/2023
Laranja FRUTA;9;R$ 8,23;03/02/2023
Laranja FRUTA;1;R$ 0,91;30/03/2023
Laranja FRUTA;5;R$ 4,57;12/03/2023
Laranja FRUTA;8;R$ 7,32;27/02/2023
Laranja FRUTA;5;R$ 4,57;10/03/2023
Laranja FRUTA;1;R$ 0,91;01/03/2023
Laranja FRUTA;3;R$ 2,74;01/03/2023
Laranja FRUTA;4;R$ 3,66;25/03/2023
Laranja FRUTA;2;R$ 1,83;23/03/2023
Laranja FRUTA;6;R$ 5,49;20/03/2023
Laranja FRUTA;7;R$ 6,40;19/03/2023
Laranja FRUTA;8;R$ 7,32;09/03/2023
Laranja FRUTA;10;R$ 9,14;02/01/2023
Laranja FRUTA;2;R$ 1,83;25/03/2023
Laranja FRUTA;4;R$ 3,66;20/03/2023
Laranja FRUTA;5;R$ 4,57;24/01/2023
Laranja FRUTA;8;R$ 7,32;24/02/2023
Laranja FRUTA;5;R$ 4,57;08/02/2023
Laranja FRUTA;10;R$ 9,14;03/03/2023
Laranja FRUTA;8;R$ 7,32;31/03/2023
Laranja FRUTA;1;R$ 0,91;29/01/2023
Laranja FRUTA;5;R$ 4,57;15/01/2023
Laranja FRUTA;1;R$ 0,91;10/01/2023
Laranja FRUTA;4;R$ 3,66;10/03/2023
Laranja FRUTA;9;R$ 8,23;27/03/2023
Laranja FRUTA;4;R$ 3,66;03/01/2023
Laranja FRUTA;1;R$ 0,91;21/01/2023
Laranja FRUTA;6;R$ 5,49;21/03/2023
Laranja FRUTA;2;R$ 1,83;15/03/2023
Laranja FRUTA;5;R$ 4,57;06/03/2023
Laranja FRUTA;7;R$ 6,40;08/03/2023
Laranja FRUTA;10;R$ 9,14;05/02/2023
Laranja FRUTA;7;R$ 6,40;19/03/2023
Laranja FRUTA;7;R$ 6,40;27/03/2023
Laranja FRUTA;4;R$ 3,66;25/02/2023
Laranja FRUTA;2;R$ 1,83;16/02/2023
Laranja FRUTA;6;R$ 5,49;26/03/2023
Laranja FRUTA;7;R$ 6,40;08/01/2023
Laranja FRUTA;6;R$ 5,49;13/03/2023
Laranja FRUTA;10;R$ 9,14;29/01/2023
Laranja FRUTA;2;R$ 1,83;18/03/2023
Laranja FRUTA;4;R$ 3,66;12/03/2023
Laranja FRUTA;7;R$ 6,40;13/02/2023
Laranja FRUTA;7;R$ 6,40;04/02/2023
Laranja FRUTA;2;R$ 1,83;04/01/2023
Laranja FRUTA;7;R$ 6,40;17/01/2023
Laranja FRUTA;9;R$ 8,23;13/01/2023
Laranja FRUTA;2;R$ 1,83;27/01/2023
Laranja FRUTA;10;R$ 9,14;23/02/2023
Laranja FRUTA;8;R$ 7,32;03/03/2023
Laranja FRUTA;10;R$ 9,14;11/01/2023
Laranja FRUTA;10;R$ 9,14;03/03/2023
Laranja FRUTA;5;R$ 4,57;27/02/2023
Laranja FRUTA;5;R$ 4,57;18/02/2023
Laranja FRUTA;7;R$ 6,40;20/01/2023
Laranja FRUTA;5;R$ 4,57;19/01/2023
Laranja FRUTA;3;R$ 2,74;05/03/2023
Laranja FRUTA;4;R$ 3,66;20/02/2023
Laranja FRUTA;8;R$ 7,32;03/01/2023
Laranja FRUTA;6;R$ 5,49;18/03/2023
Laranja FRUTA;10;R$ 9,14;17/01/2023
Laranja FRUTA;5;R$ 4,57;28/02/2023
Laranja FRUTA;2;R$ 1,83;01/01/2023
Laranja FRUTA;10;R$ 9,14;16/01/2023
Laranja FRUTA;9;R$ 8,23;01/04/2023
Laranja FRUTA;8;R$ 7,32;17/01/2023
Laranja FRUTA;3;R$ 2,74;16/03/2023
Laranja FRUTA;4;R$ 3,66;05/03/2023
Laranja FRUTA;1;R$ 0,91;07/01/2023
Empada Frango P;5;R$ 4,57;12/01/2023
Empada Frango P;4;R$ 3,66;24/01/2023
Empada Frango P;2;R$ 1,83;02/02/2023
Empada Frango P;3;R$ 2,74;06/02/2023
Empada Frango P;3;R$ 2,74;12/01/2023
Empada Frango P;8;R$ 7,32;01/01/2023
Empada Frango P;3;R$ 2,74;20/03/2023
Empada Frango P;5;R$ 4,57;22/03/2023
Empada Frango P;3;R$ 2,74;06/03/2023
Empada Frango P;3;R$ 2,74;21/01/2023
Empada Frango P;4;R$ 3,66;05/01/2023
Empada Frango P;4;R$ 3,66;23/03/2023
Empada Frango P;8;R$ 7,32;12/02/2023
Empada Frango P;1;R$ 0,91;27/03/2023
Empada Frango P;5;R$ 4,57;27/03/2023
Empada Frango P;7;R$ 6,40;08/02/2023
Empada Frango P;10;R$ 9,14;15/03/2023
Empada Frango P;2;R$ 1,83;24/01/2023
Empada Frango P;8;R$ 7,32;30/01/2023
Empada Frango P;4;R$ 3,66;22/03/2023
Empada Frango P;8;R$ 7,32;23/03/2023
Empada Frango P;10;R$ 9,14;31/03/2023
Empada Frango P;5;R$ 4,57;25/02/2023
Empada Frango P;6;R$ 5,49;02/02/2023
Empada Frango P;8;R$ 7,32;03/02/2023
Empada Frango P;7;R$ 6,40;16/01/2023
Empada Frango P;2;R$ 1,83;20/02/2023
Empada Frango P;6;R$ 5,49;02/01/2023
Empada Frango P;5;R$ 4,57;26/03/2023
Empada Frango P;8;R$ 7,32;24/01/2023
Empada Frango P;2;R$ 1,83;07/01/2023
Empada Frango P;7;R$ 6,40;06/03/2023
Empada Frango P;4;R$ 3,66;23/01/2023
Empada Frango P;3;R$ 2,74;09/02/2023
Empada Frango P;10;R$ 9,14;01/01/2023
Empada Frango P;7;R$ 6,40;28/03/2023
Empada Frango P;9;R$ 8,23;31/03/2023
Empada Frango P;1;R$ 0,91;11/03/2023
Empada Frango P;1;R$ 0,91;28/01/2023
Empada Frango P;3;R$ 2,74;17/03/2023
Empada Frango P;1;R$ 0,91;21/03/2023
Empada Frango P;1;R$ 0,91;18/02/2023
Empada Frango P;3;R$ 2,74;14/01/2023
Empada Frango P;8;R$ 7,32;10/01/2023
Empada Frango P;3;R$ 2,74;07/01/2023
Empada Frango P;3;R$ 2,74;07/02/2023
Empada Frango P;7;R$ 6,40;21/02/2023
Empada Frango P;4;R$ 3,66;10/02/2023
Empada Frango P;3;R$ 2,74;01/04/2023
Empada Frango P;6;R$ 5,49;02/02/2023
Empada Frango P;8;R$ 7,32;27/02/2023
Empada Frango P;1;R$ 0,91;22/03/2023
Empada Frango P;7;R$ 6,40;06/03/2023
Empada Frango P;3;R$ 2,74;30/03/2023
Empada Frango P;2;R$ 1,83;19/02/2023
Empada Frango P;8;R$ 7,32;08/02/2023
Empada Frango P;8;R$ 7,32;19/02/2023
Empada Frango P;7;R$ 6,40;08/03/2023
Empada Frango P;7;R$ 6,40;26/02/2023
Empada Frango P;1;R$ 0,91;02/02/2023
Empada Frango P;1;R$ 0,91;17/03/2023
Empada Frango P;3;R$ 2,74;13/03/2023
Empada Frango P;2;R$ 1,83;23/01/2023
Empada Frango P;7;R$ 6,40;03/03/2023
Empada Frango P;9;R$ 8,23;21/01/2023
Empada Frango P;1;R$ 0,91;07/03/2023
Empada Frango P;10;R$ 9,14;06/01/2023
Empada Frango P;2;R$ 1,83;15/02/2023
Empada Frango P;6;R$ 5,49;13/01/2023
Empada Frango P;6;R$ 5,49;26/02/2023
Empada Frango P;2;R$ 1,83;30/03/2023
Empada Frango P;10;R$ 9,14;06/02/2023
Empada Frango P;8;R$ 7,32;28/01/2023
Empada Frango P;1;R$ 0,91;08/03/2023
Empada Frango P;2;R$ 1,83;10/02/2023
Empada Frango P;2;R$ 1,83;07/01/2023
Empada Frango P;6;R$ 5,49;14/03/2023
Empada Frango P;4;R$ 3,66;14/03/2023
Empada Frango P;9;R$ 8,23;05/01/2023
Empada Frango P;1;R$ 0,91;13/01/2023
Empada Frango P;5;R$ 4,57;24/02/2023
Empada Frango P;10;R$ 9,14;02/03/2023
Empada Frango P;4;R$ 3,66;28/02/2023
Empada Frango P;3;R$ 2,74;26/03/2023
Empada Frango P;8;R$ 7,32;15/03/2023
Empada Frango P;10;R$ 9,14;03/01/2023
Empada Frango P;2;R$ 1,83;01/01/2023
Empada Frango P;1;R$ 0,91;24/02/2023
Empada Frango P;8;R$ 7,32;09/03/2023
Empada Frango P;4;R$ 3,66;09/03/2023
Religiosa Frango Cremoso G;8;R$ 7,32;24/01/2023
Religiosa Frango Cremoso G;1;R$ 0,91;28/03/2023
Religiosa Frango Cremoso G;4;R$ 3,66;24/01/2023
Religiosa Frango Cremoso G;10;R$ 9,14;25/02/2023
Religiosa Frango Cremoso G;4;R$ 3,66;14/03/2023
Religiosa Frango Cremoso G;3;R$ 2,74;30/01/2023
Religiosa Frango Cremoso G;10;R$ 9,14;17/02/2023
Religiosa Frango Cremoso G;5;R$ 4,57;15/01/2023
Religiosa Frango Cremoso G;1;R$ 0,91;19/01/2023
Religiosa Frango Cremoso G;6;R$ 5,49;22/03/2023
Religiosa Frango Cremoso G;8;R$ 7,32;26/03/2023
Religiosa Frango Cremoso G;2;R$ 1,83;01/03/2023
Religiosa Frango Cremoso G;8;R$ 7,32;06/03/2023
Religiosa Frango Cremoso G;7;R$ 6,40;03/01/2023
Religiosa Frango Cremoso G;2;R$ 1,83;24/02/2023
Religiosa Frango Cremoso G;5;R$ 4,57;12/01/2023
Religiosa Frango Cremoso G;10;R$ 9,14;14/02/2023
Religiosa Frango Cremoso G;4;R$ 3,66;23/03/2023
Religiosa Frango Cremoso G;5;R$ 4,57;20/03/2023
Religiosa Frango Cremoso G;1;R$ 0,91;13/01/2023
Religiosa Frango Cremoso G;1;R$ 0,91;29/03/2023
Religiosa Frango Cremoso G;2;R$ 1,83;06/03/2023
Religiosa Frango Cremoso G;5;R$ 4,57;05/02/2023
Religiosa Frango Cremoso G;1;R$ 0,91;14/02/2023
Religiosa Frango Cremoso G;9;R$ 8,23;20/02/2023
Religiosa Frango Cremoso G;5;R$ 4,57;01/03/2023
Religiosa Frango Cremoso G;9;R$ 8,23;11/01/2023
Religiosa Frango Cremoso G;5;R$ 4,57;02/01/2023
Religiosa Frango Cremoso G;5;R$ 4,57;26/02/2023
Religiosa Frango Cremoso G;8;R$ 7,32;11/01/2023
Religiosa Frango Cremoso G;1;R$ 0,91;27/03/2023
Religiosa Frango Cremoso G;5;R$ 4,57;13/03/2023
Religiosa Frango Cremoso G;10;R$ 9,14;11/03/2023
Religiosa Frango Cremoso G;10;R$ 9,14;14/01/2023
Religiosa Frango Cremoso G;1;R$ 0,91;11/03/2023
Religiosa Frango Cremoso G;6;R$ 5,49;20/01/2023
Religiosa Frango Cremoso G;2;R$ 1,83;27/03/2023
Religiosa Frango Cremoso G;10;R$ 9,14;02/01/2023
Religiosa Frango Cremoso G;7;R$ 6,40;20/02/2023
Religiosa Frango Cremoso G;9;R$ 8,23;28/02/2023
Religiosa Frango Cremoso G;3;R$ 2,74;16/01/2023
Religiosa Frango Cremoso G;3;R$ 2,74;25/01/2023
Religiosa Frango Cremoso G;5;R$ 4,57;02/01/2023
Religiosa Frango Cremoso G;8;R$ 7,32;10/03/2023
Religiosa Frango Cremoso G;1;R$ 0,91;02/03/2023
Religiosa Frango Cremoso G;5;R$ 4,57;17/02/2023
Religiosa Frango Cremoso G;1;R$ 0,91;02/03/2023
Religiosa Frango Cremoso G;8;R$ 7,32;07/01/2023
Religiosa Frango Cremoso G;7;R$ 6,40;19/03/2023
Religiosa Frango Cremoso G;7;R$ 6,40;18/01/2023
Religiosa Frango Cremoso G;9;R$ 8,23;06/03/2023
Religiosa Frango Cremoso G;2;R$ 1,83;08/03/2023
Religiosa Frango Cremoso G;6;R$ 5,49;28/03/2023
Religiosa Frango Cremoso G;8;R$ 7,32;19/01/2023
Religiosa Frango Cremoso G;4;R$ 3,66;23/01/2023
Religiosa Frango Cremoso G;4;R$ 3,66;15/03/2023
Religiosa Frango Cremoso G;2;R$ 1,83;18/02/2023
Religiosa Frango Cremoso G;7;R$ 6,40;27/01/2023
Religiosa Frango Cremoso G;9;R$ 8,23;07/02/2023
Religiosa Frango Cremoso G;5;R$ 4,57;29/01/2023
Religiosa Frango Cremoso G;8;R$ 7,32;07/02/2023
Religiosa Frango Cremoso G;9;R$ 8,23;25/03/2023
Religiosa Frango Cremoso G;4;R$ 3,66;18/02/2023
Religiosa Frango Cremoso G;7;R$ 6,40;31/01/2023
Religiosa Frango Cremoso G;4;R$ 3,66;29/03/2023
Religiosa Frango Cremoso G;9;R$ 8,23;16/01/2023
Religiosa Frango Cremoso G;3;R$ 2,74;07/02/2023
Religiosa Frango Cremoso G;7;R$ 6,40;09/03/2023
Religiosa Frango Cremoso G;8;R$ 7,32;15/01/2023
Religiosa Frango Cremoso G;6;R$ 5,49;23/02/2023
Religiosa Frango Cremoso G;9;R$ 8,23;02/01/2023
Religiosa Frango Cremoso G;7;R$ 6,40;15/01/2023
Religiosa Frango Cremoso G;2;R$ 1,83;10/02/2023
Religiosa Frango Cremoso G;2;R$ 1,83;31/01/2023
Religiosa Frango Cremoso G;2;R$ 1,83;20/02/2023
Religiosa Frango Cremoso G;10;R$ 9,14;18/02/2023
Religiosa Frango Cremoso G;7;R$ 6,40;14/01/2023
Religiosa Frango Cremoso G;3;R$ 2,74;21/03/2023
Religiosa Frango Cremoso G;2;R$ 1,83;13/02/2023
Religiosa Frango Cremoso G;1;R$ 0,91;13/03/2023
Religiosa Frango Cremoso G;6;R$ 5,49;25/01/2023
Religiosa Frango Cremoso G;7;R$ 6,40;12/01/2023
Religiosa Frango Cremoso G;10;R$ 9,14;08/03/2023
Religiosa Frango Cremoso G;1;R$ 0,91;01/02/2023
Religiosa Frango Cremoso G;5;R$ 4,57;30/03/2023
Religiosa Frango Cremoso G;7;R$ 6,40;18/01/2023
Religiosa Frango Cremoso G;6;R$ 5,49;24/03/2023
Religiosa Frango Cremoso G;8;R$ 7,32;15/01/2023
Religiosa Frango Cremoso G;3;R$ 2,74;27/03/2023
Religiosa Frango Cremoso G;2;R$ 1,83;24/01/2023
ovo ;10;R$ 9,14;29/01/2023
ovo ;4;R$ 3,66;01/01/2023
ovo ;10;R$ 9,14;22/02/2023
ovo ;2;R$ 1,83;08/01/2023
ovo ;1;R$ 0,91;30/01/2023
ovo ;5;R$ 4,57;09/03/2023
ovo ;10;R$ 9,14;26/03/2023
ovo ;2;R$ 1,83;09/03/2023
ovo ;1;R$ 0,91;11/02/2023
ovo ;6;R$ 5,49;18/03/2023
ovo ;4;R$ 3,66;13/02/2023
ovo ;4;R$ 3,66;14/02/2023
ovo ;5;R$ 4,57;31/03/2023
ovo ;5;R$ 4,57;09/03/2023
ovo ;6;R$ 5,49;26/01/2023
ovo ;6;R$ 5,49;07/01/2023
ovo ;2;R$ 1,83;20/01/2023
ovo ;6;R$ 5,49;10/01/2023
ovo ;9;R$ 8,23;24/03/2023
ovo ;10;R$ 9,14;21/01/2023
ovo ;2;R$ 1,83;03/03/2023
ovo ;5;R$ 4,57;20/02/2023
ovo ;9;R$ 8,23;01/02/2023
ovo ;8;R$ 7,32;09/01/2023
ovo ;6;R$ 5,49;18/03/2023
ovo ;6;R$ 5,49;19/01/2023
ovo ;3;R$ 2,74;28/01/2023
ovo ;7;R$ 6,40;08/02/2023
ovo ;4;R$ 3,66;07/02/2023
ovo ;8;R$ 7,32;20/03/2023
ovo ;4;R$ 3,66;21/03/2023
ovo ;6;R$ 5,49;10/03/2023
ovo ;10;R$ 9,14;30/01/2023
ovo ;6;R$ 5,49;16/01/2023
ovo ;5;R$ 4,57;03/03/2023
ovo ;2;R$ 1,83;31/01/2023
ovo ;7;R$ 6,40;27/03/2023
ovo ;8;R$ 7,32;26/02/2023
ovo ;10;R$ 9,14;08/02/2023
ovo ;3;R$ 2,74;18/01/2023
ovo ;4;R$ 3,66;10/01/2023
ovo ;1;R$ 0,91;23/03/2023
ovo ;6;R$ 5,49;07/01/2023
ovo ;8;R$ 7,32;21/03/2023
ovo ;2;R$ 1,83;14/01/2023
ovo ;10;R$ 9,14;06/01/2023
ovo ;2;R$ 1,83;03/03/2023
ovo ;10;R$ 9,14;22/01/2023
ovo ;1;R$ 0,91;16/01/2023
ovo ;10;R$ 9,14;01/02/2023
ovo ;9;R$ 8,23;26/02/2023
ovo ;5;R$ 4,57;02/01/2023
ovo ;6;R$ 5,49;24/01/2023
ovo ;1;R$ 0,91;11/01/2023
ovo ;9;R$ 8,23;01/04/2023
ovo ;6;R$ 5,49;08/02/2023
ovo ;10;R$ 9,14;16/03/2023
ovo ;7;R$ 6,40;30/03/2023
ovo ;3;R$ 2,74;22/01/2023
ovo ;10;R$ 9,14;13/03/2023
ovo ;3;R$ 2,74;09/02/2023
ovo ;7;R$ 6,40;03/01/2023
ovo ;7;R$ 6,40;12/01/2023
ovo ;3;R$ 2,74;19/03/2023
ovo ;6;R$ 5,49;10/03/2023
ovo ;5;R$ 4,57;30/01/2023
ovo ;8;R$ 7,32;07/03/2023
ovo ;7;R$ 6,40;01/03/2023
ovo ;3;R$ 2,74;12/03/2023
ovo ;9;R$ 8,23;31/01/2023
ovo ;6;R$ 5,49;02/02/2023
ovo ;7;R$ 6,40;01/01/2023
ovo ;8;R$ 7,32;02/01/2023
ovo ;9;R$ 8,23;15/03/2023
ovo ;3;R$ 2,74;20/02/2023
ovo ;6;R$ 5,49;24/01/2023
ovo ;1;R$ 0,91;27/01/2023
ovo ;5;R$ 4,57;22/02/2023
ovo ;10;R$ 9,14;13/01/2023
ovo ;10;R$ 9,14;12/01/2023
ovo ;7;R$ 6,40;18/02/2023
ovo ;6;R$ 5,49;26/01/2023
ovo ;3;R$ 2,74;08/03/2023
ovo ;10;R$ 9,14;01/03/2023
ovo ;1;R$ 0,91;30/01/2023
ovo ;7;R$ 6,40;29/03/2023
ovo ;9;R$ 8,23;03/03/2023
ovo ;4;R$ 3,66;16/01/2023
ovo ;2;R$ 1,83;14/02/2023
ovo ;6;R$ 5,49;26/01/2023
Empada Frango G;2;R$ 1,83;21/01/2023
Empada Frango G;1;R$ 0,91;02/01/2023
Empada Frango G;9;R$ 8,23;26/01/2023
Empada Frango G;8;R$ 7,32;18/02/2023
Empada Frango G;2;R$ 1,83;21/01/2023
Empada Frango G;10;R$ 9,14;22/03/2023
Empada Frango G;4;R$ 3,66;25/03/2023
Empada Frango G;9;R$ 8,23;29/01/2023
Empada Frango G;10;R$ 9,14;23/03/2023
Empada Frango G;6;R$ 5,49;02/03/2023
Empada Frango G;5;R$ 4,57;12/02/2023
Empada Frango G;5;R$ 4,57;20/03/2023
Empada Frango G;6;R$ 5,49;07/02/2023
Empada Frango G;5;R$ 4,57;16/02/2023
Empada Frango G;10;R$ 9,14;18/02/2023
Empada Frango G;8;R$ 7,32;31/01/2023
Empada Frango G;4;R$ 3,66;10/03/2023
Empada Frango G;4;R$ 3,66;17/03/2023
Empada Frango G;2;R$ 1,83;02/03/2023
Empada Frango G;4;R$ 3,66;16/02/2023
Empada Frango G;5;R$ 4,57;28/01/2023
Empada Frango G;6;R$ 5,49;01/01/2023
Empada Frango G;2;R$ 1,83;29/03/2023
Empada Frango G;8;R$ 7,32;03/02/2023
Empada Frango G;9;R$ 8,23;08/01/2023
Empada Frango G;1;R$ 0,91;21/03/2023
Empada Frango G;8;R$ 7,32;30/03/2023
Empada Frango G;2;R$ 1,83;05/02/2023
Empada Frango G;9;R$ 8,23;07/02/2023
Empada Frango G;4;R$ 3,66;26/03/2023
Empada Frango G;1;R$ 0,91;17/01/2023
Empada Frango G;9;R$ 8,23;27/01/2023
Empada Frango G;10;R$ 9,14;20/03/2023
Empada Frango G;10;R$ 9,14;14/01/2023
Empada Frango G;2;R$ 1,83;02/02/2023
Empada Frango G;3;R$ 2,74;15/03/2023
Empada Frango G;2;R$ 1,83;22/01/2023
Empada Frango G;3;R$ 2,74;26/02/2023
Empada Frango G;10;R$ 9,14;02/01/2023
Empada Frango G;1;R$ 0,91;10/02/2023
Empada Frango G;7;R$ 6,40;13/03/2023
Empada Frango G;8;R$ 7,32;17/03/2023
Empada Frango G;6;R$ 5,49;13/01/2023
Empada Frango G;1;R$ 0,91;20/01/2023
Empada Frango G;8;R$ 7,32;03/03/2023
Empada Frango G;7;R$ 6,40;07/01/2023
Empada Frango G;6;R$ 5,49;27/01/2023
Empada Frango G;3;R$ 2,74;03/03/2023
Empada Frango G;9;R$ 8,23;28/02/2023
Empada Frango G;7;R$ 6,40;24/01/2023
Empada Frango G;10;R$ 9,14;24/02/2023
Empada Frango G;8;R$ 7,32;21/02/2023
Empada Frango G;9;R$ 8,23;28/01/2023
Empada Frango G;1;R$ 0,91;14/01/2023
Empada Frango G;2;R$ 1,83;19/02/2023
Empada Frango G;4;R$ 3,66;25/03/2023
Empada Frango G;2;R$ 1,83;04/01/2023
Empada Frango G;1;R$ 0,91;06/02/2023
Empada Frango G;8;R$ 7,32;29/03/2023
Empada Frango G;6;R$ 5,49;24/03/2023
Empada Frango G;3;R$ 2,74;05/02/2023
Empada Frango G;9;R$ 8,23;25/03/2023
Empada Frango G;3;R$ 2,74;26/03/2023
Empada Frango G;8;R$ 7,32;13/01/2023
Empada Frango G;8;R$ 7,32;03/03/2023
Empada Frango G;2;R$ 1,83;21/01/2023
Empada Frango G;1;R$ 0,91;24/01/2023
Empada Frango G;3;R$ 2,74;16/01/2023
Empada Frango G;1;R$ 0,91;08/01/2023
Empada Frango G;6;R$ 5,49;14/02/2023
Empada Frango G;9;R$ 8,23;04/02/2023
Empada Frango G;9;R$ 8,23;09/02/2023
Empada Frango G;6;R$ 5,49;02/03/2023
Empada Frango G;9;R$ 8,23;23/01/2023
Empada Frango G;4;R$ 3,66;28/02/2023
Empada Frango G;8;R$ 7,32;15/03/2023
Empada Frango G;1;R$ 0,91;16/02/2023
Empada Frango G;3;R$ 2,74;01/04/2023
Empada Frango G;7;R$ 6,40;15/02/2023
Empada Frango G;9;R$ 8,23;28/01/2023
Empada Frango G;3;R$ 2,74;11/03/2023
Empada Frango G;3;R$ 2,74;06/02/2023
Empada Frango G;5;R$ 4,57;11/02/2023
